sample,cold_reduction_percent,bin_lower_deg,bin_upper_deg,bin_width_deg,bin_center_deg,pair_count,probability,probability_density_per_degree,cumulative_probability
6.02d,26.04,64.5,64.6,0.0999999999999943,64.55,100,0.000142634836276603,0.00142634836276611,0.970560169792509
6.02d,26.04,64.6,64.7,0.100000000000009,64.65,68,9.69916886680902e-05,0.000969916886680819,0.970657161481177
6.02d,26.04,64.7,64.8,0.0999999999999943,64.75,101,0.000144061184639369,0.00144061184639377,0.970801222665816
6.02d,26.04,64.8,64.9,0.100000000000009,64.85,94,0.000134076746100007,0.00134076746099996,0.970935299411916
6.02d,26.04,64.9,65,0.0999999999999943,64.95,77,0.000109828823932984,0.00109828823932991,0.971045128235849
6.02d,26.04,65,65.1,0.0999999999999943,65.05,86,0.000122665959197879,0.00122665959197886,0.971167794195047
6.02d,26.04,65.1,65.2,0.100000000000009,65.15,80,0.000114107869021283,0.00114107869021273,0.971281902064068
6.02d,26.04,65.2,65.3,0.0999999999999943,65.25,83,0.000118386914109581,0.00118386914109587,0.971400288978178
6.02d,26.04,65.3,65.4,0.100000000000009,65.35,88,0.000125518655923411,0.001255186559234,0.971525807634101
6.02d,26.04,65.4,65.5,0.0999999999999943,65.45,80,0.000114107869021283,0.00114107869021289,0.971639915503122
6.02d,26.04,65.5,65.6,0.0999999999999943,65.55,81,0.000115534217384049,0.00115534217384055,0.971755449720507
6.02d,26.04,65.6,65.7,0.100000000000009,65.65,78,0.00011125517229575,0.00111255172295741,0.971866704892802
6.02d,26.04,65.7,65.8,0.0999999999999943,65.75,78,0.00011125517229575,0.00111255172295757,0.971977960065098
6.02d,26.04,65.8,65.9,0.100000000000009,65.85,89,0.000126945004286177,0.00126945004286166,0.972104905069384
6.02d,26.04,65.9,66,0.0999999999999943,65.95,70,9.98443853936222e-05,0.000998443853936279,0.972204749454778
6.02d,26.04,66,66.1,0.0999999999999943,66.05,78,0.00011125517229575,0.00111255172295757,0.972316004627074
6.02d,26.04,66.1,66.2,0.100000000000009,66.15,72,0.000102697082119154,0.00102697082119146,0.972418701709193
6.02d,26.04,66.2,66.3,0.0999999999999943,66.25,78,0.00011125517229575,0.00111255172295757,0.972529956881488
6.02d,26.04,66.3,66.4,0.100000000000009,66.35,81,0.000115534217384049,0.00115534217384039,0.972645491098873
6.02d,26.04,66.4,66.5,0.0999999999999943,66.45,98,0.000139782139551071,0.00139782139551079,0.972785273238424
6.02d,26.04,66.5,66.6,0.0999999999999943,66.55,68,9.69916886680902e-05,0.000969916886680957,0.972882264927092
6.02d,26.04,66.6,66.7,0.100000000000009,66.65,89,0.000126945004286177,0.00126945004286166,0.973009209931378
6.02d,26.04,66.7,66.8,0.0999999999999943,66.75,66,9.41389919425581e-05,0.000941389919425634,0.973103348923321
6.02d,26.04,66.8,66.9,0.100000000000009,66.85,87,0.000124092307560645,0.00124092307560634,0.973227441230881
6.02d,26.04,66.9,67,0.0999999999999943,66.95,73,0.00010412343048192,0.00104123430481926,0.973331564661363
6.02d,26.04,67,67.1,0.0999999999999943,67.05,69,9.84180370308562e-05,0.000984180370308618,0.973429982698394
6.02d,26.04,67.1,67.2,0.100000000000009,67.15,92,0.000131224049374475,0.00131224049374464,0.973561206747768
6.02d,26.04,67.2,67.3,0.0999999999999943,67.25,78,0.00011125517229575,0.00111255172295757,0.973672461920064
6.02d,26.04,67.3,67.4,0.100000000000009,67.35,92,0.000131224049374475,0.00131224049374464,0.973803685969439
6.02d,26.04,67.4,67.5,0.0999999999999943,67.45,66,9.41389919425581e-05,0.000941389919425634,0.973897824961381
6.02d,26.04,67.5,67.6,0.0999999999999943,67.55,81,0.000115534217384049,0.00115534217384055,0.974013359178765
6.02d,26.04,67.6,67.7,0.100000000000009,67.65,86,0.000122665959197879,0.00122665959197868,0.974136025137963
6.02d,26.04,67.7,67.8,0.0999999999999943,67.75,80,0.000114107869021283,0.00114107869021289,0.974250133006984
6.02d,26.04,67.8,67.9,0.100000000000009,67.85,87,0.000124092307560645,0.00124092307560634,0.974374225314545
6.02d,26.04,67.9,68,0.0999999999999943,67.95,71,0.000101270733756388,0.00101270733756394,0.974475496048301
6.02d,26.04,68,68.1,0.0999999999999943,68.05,91,0.000129797701011709,0.00129797701011716,0.974605293749313
6.02d,26.04,68.1,68.2,0.100000000000009,68.15,72,0.000102697082119154,0.00102697082119146,0.974707990831432
6.02d,26.04,68.2,68.3,0.0999999999999943,68.25,86,0.000122665959197879,0.00122665959197886,0.97483065679063
6.02d,26.04,68.3,68.4,0.100000000000009,68.35,78,0.00011125517229575,0.00111255172295741,0.974941911962926
6.02d,26.04,68.4,68.5,0.0999999999999943,68.45,73,0.00010412343048192,0.00104123430481926,0.975046035393408
6.02d,26.04,68.5,68.6,0.0999999999999943,68.55,90,0.000128371352648943,0.0012837135264895,0.975174406746057
6.02d,26.04,68.6,68.7,0.100000000000009,68.65,78,0.00011125517229575,0.00111255172295741,0.975285661918353
6.02d,26.04,68.7,68.8,0.0999999999999943,68.75,79,0.000112681520658517,0.00112681520658523,0.975398343439011
6.02d,26.04,68.8,68.9,0.100000000000009,68.85,99,0.000141208487913837,0.00141208487913825,0.975539551926925
6.02d,26.04,68.9,69,0.0999999999999943,68.95,96,0.000136929442825539,0.00136929442825547,0.97567648136975
6.02d,26.04,69,69.1,0.0999999999999943,69.05,94,0.000134076746100007,0.00134076746100015,0.97581055811585
6.02d,26.04,69.1,69.2,0.100000000000009,69.15,64,9.1286295217026e-05,0.000912862952170183,0.975901844411067
6.02d,26.04,69.2,69.3,0.0999999999999943,69.25,83,0.000118386914109581,0.00118386914109587,0.976020231325177
6.02d,26.04,69.3,69.4,0.100000000000009,69.35,82,0.000116960565746815,0.00116960565746805,0.976137191890924
6.02d,26.04,69.4,69.5,0.0999999999999943,69.45,75,0.000106976127207452,0.00106976127207458,0.976244168018131
6.02d,26.04,69.5,69.6,0.0999999999999943,69.55,70,9.98443853936222e-05,0.000998443853936279,0.976344012403525
6.02d,26.04,69.6,69.7,0.100000000000009,69.65,74,0.000105549778844686,0.00105549778844677,0.97644956218237
6.02d,26.04,69.7,69.8,0.0999999999999943,69.75,82,0.000116960565746815,0.00116960565746821,0.976566522748117
6.02d,26.04,69.8,69.9,0.100000000000009,69.85,76,0.000108402475570218,0.00108402475570209,0.976674925223687
6.02d,26.04,69.9,70,0.0999999999999943,69.95,74,0.000105549778844686,0.00105549778844692,0.976780475002531
6.02d,26.04,70,70.1,0.0999999999999943,70.05,77,0.000109828823932984,0.00109828823932991,0.976890303826464
6.02d,26.04,70.1,70.2,0.100000000000009,70.15,91,0.000129797701011709,0.00129797701011698,0.977020101527476
6.02d,26.04,70.2,70.3,0.0999999999999943,70.25,68,9.69916886680902e-05,0.000969916886680957,0.977117093216144
6.02d,26.04,70.3,70.4,0.100000000000009,70.35,55,7.84491599521317e-05,0.000784491599521251,0.977195542376096
6.02d,26.04,70.4,70.5,0.0999999999999943,70.45,76,0.000108402475570218,0.00108402475570225,0.977303944851666
6.02d,26.04,70.5,70.6,0.0999999999999943,70.55,76,0.000108402475570218,0.00108402475570225,0.977412347327237
6.02d,26.04,70.6,70.7,0.100000000000009,70.65,80,0.000114107869021283,0.00114107869021273,0.977526455196258
6.02d,26.04,70.7,70.8,0.0999999999999943,70.75,76,0.000108402475570218,0.00108402475570225,0.977634857671828
6.02d,26.04,70.8,70.9,0.100000000000009,70.85,71,0.000101270733756388,0.0010127073375638,0.977736128405585
6.02d,26.04,70.9,71,0.0999999999999943,70.95,89,0.000126945004286177,0.00126945004286184,0.977863073409871
6.02d,26.04,71,71.1,0.0999999999999943,71.05,58,8.27282050404299e-05,0.000827282050404346,0.977945801614911
6.02d,26.04,71.1,71.2,0.100000000000009,71.15,80,0.000114107869021283,0.00114107869021273,0.978059909483933
6.02d,26.04,71.2,71.3,0.0999999999999943,71.25,75,0.000106976127207452,0.00106976127207458,0.97816688561114
6.02d,26.04,71.3,71.4,0.100000000000009,71.35,82,0.000116960565746815,0.00116960565746805,0.978283846176887
6.02d,26.04,71.4,71.5,0.0999999999999943,71.45,87,0.000124092307560645,0.00124092307560652,0.978407938484448
6.02d,26.04,71.5,71.6,0.0999999999999943,71.55,79,0.000112681520658517,0.00112681520658523,0.978520620005106
6.02d,26.04,71.6,71.7,0.100000000000009,71.65,84,0.000119813262472347,0.00119813262472336,0.978640433267578
6.02d,26.04,71.7,71.8,0.0999999999999943,71.75,82,0.000116960565746815,0.00116960565746821,0.978757393833325
6.02d,26.04,71.8,71.9,0.100000000000009,71.85,82,0.000116960565746815,0.00116960565746805,0.978874354399072
6.02d,26.04,71.9,72,0.0999999999999943,71.95,68,9.69916886680902e-05,0.000969916886680957,0.97897134608774
6.02d,26.04,72,72.1,0.0999999999999943,72.05,51,7.27437665010676e-05,0.000727437665010718,0.979044089854241
6.02d,26.04,72.1,72.2,0.100000000000009,72.15,70,9.98443853936222e-05,0.000998443853936137,0.979143934239635
6.02d,26.04,72.2,72.3,0.0999999999999943,72.25,91,0.000129797701011709,0.00129797701011716,0.979273731940646
6.02d,26.04,72.3,72.4,0.100000000000009,72.35,66,9.41389919425581e-05,0.000941389919425501,0.979367870932589
6.02d,26.04,72.4,72.5,0.0999999999999943,72.45,76,0.000108402475570218,0.00108402475570225,0.979476273408159
6.02d,26.04,72.5,72.6,0.0999999999999943,72.55,68,9.69916886680902e-05,0.000969916886680957,0.979573265096827
6.02d,26.04,72.6,72.7,0.100000000000009,72.65,79,0.000112681520658517,0.00112681520658507,0.979685946617486
6.02d,26.04,72.7,72.8,0.0999999999999943,72.75,79,0.000112681520658517,0.00112681520658523,0.979798628138144
6.02d,26.04,72.8,72.9,0.100000000000009,72.85,74,0.000105549778844686,0.00105549778844677,0.979904177916989
6.02d,26.04,72.9,73,0.0999999999999943,72.95,95,0.000135503094462773,0.00135503094462781,0.980039681011452
6.02d,26.04,73,73.1,0.0999999999999943,73.05,79,0.000112681520658517,0.00112681520658523,0.98015236253211
6.02d,26.04,73.1,73.2,0.100000000000009,73.15,83,0.000118386914109581,0.00118386914109571,0.98027074944622
6.02d,26.04,73.2,73.3,0.0999999999999943,73.25,65,9.27126435797921e-05,0.000927126435797973,0.9803634620898
6.02d,26.04,73.3,73.4,0.100000000000009,73.35,79,0.000112681520658517,0.00112681520658507,0.980476143610458
6.02d,26.04,73.4,73.5,0.0999999999999943,73.45,84,0.000119813262472347,0.00119813262472353,0.98059595687293
6.02d,26.04,73.5,73.6,0.0999999999999943,73.55,76,0.000108402475570218,0.00108402475570225,0.980704359348501
6.02d,26.04,73.6,73.7,0.100000000000009,73.65,90,0.000128371352648943,0.00128371352648932,0.98083273070115
6.02d,26.04,73.7,73.8,0.0999999999999943,73.75,78,0.00011125517229575,0.00111255172295757,0.980943985873445
6.02d,26.04,73.8,73.9,0.100000000000009,73.85,95,0.000135503094462773,0.00135503094462761,0.981079488967908
6.02d,26.04,73.9,74,0.0999999999999943,73.95,74,0.000105549778844686,0.00105549778844692,0.981185038746753
6.02d,26.04,74,74.1,0.0999999999999943,74.05,90,0.000128371352648943,0.0012837135264895,0.981313410099402
6.02d,26.04,74.1,74.2,0.100000000000009,74.15,88,0.000125518655923411,0.001255186559234,0.981438928755325
6.02d,26.04,74.2,74.3,0.0999999999999943,74.25,74,0.000105549778844686,0.00105549778844692,0.98154447853417
6.02d,26.04,74.3,74.4,0.100000000000009,74.35,69,9.84180370308562e-05,0.000984180370308478,0.981642896571201
6.02d,26.04,74.4,74.5,0.0999999999999943,74.45,81,0.000115534217384049,0.00115534217384055,0.981758430788585
6.02d,26.04,74.5,74.6,0.0999999999999943,74.55,86,0.000122665959197879,0.00122665959197886,0.981881096747782
6.02d,26.04,74.6,74.7,0.100000000000009,74.65,92,0.000131224049374475,0.00131224049374464,0.982012320797157
6.02d,26.04,74.7,74.8,0.0999999999999943,74.75,86,0.000122665959197879,0.00122665959197886,0.982134986756355
6.02d,26.04,74.8,74.9,0.100000000000009,74.85,86,0.000122665959197879,0.00122665959197868,0.982257652715553
6.02d,26.04,74.9,75,0.0999999999999943,74.95,79,0.000112681520658517,0.00112681520658523,0.982370334236211
6.02d,26.04,75,75.1,0.0999999999999943,75.05,81,0.000115534217384049,0.00115534217384055,0.982485868453595
6.02d,26.04,75.1,75.2,0.100000000000009,75.15,81,0.000115534217384049,0.00115534217384039,0.982601402670979
6.02d,26.04,75.2,75.3,0.0999999999999943,75.25,68,9.69916886680902e-05,0.000969916886680957,0.982698394359647
6.02d,26.04,75.3,75.4,0.100000000000009,75.35,61,8.70072501287279e-05,0.000870072501287205,0.982785401609776
6.02d,26.04,75.4,75.5,0.0999999999999943,75.45,78,0.00011125517229575,0.00111255172295757,0.982896656782072
6.02d,26.04,75.5,75.6,0.0999999999999943,75.55,71,0.000101270733756388,0.00101270733756394,0.982997927515828
6.02d,26.04,75.6,75.7,0.100000000000009,75.65,69,9.84180370308562e-05,0.000984180370308478,0.983096345552859
6.02d,26.04,75.7,75.8,0.0999999999999943,75.75,80,0.000114107869021283,0.00114107869021289,0.98321045342188
6.02d,26.04,75.8,75.9,0.100000000000009,75.85,69,9.84180370308562e-05,0.000984180370308478,0.983308871458911
6.02d,26.04,75.9,76,0.0999999999999943,75.95,62,8.8433598491494e-05,0.00088433598491499,0.983397305057403
6.02d,26.04,76,76.1,0.0999999999999943,76.05,79,0.000112681520658517,0.00112681520658523,0.983509986578061
6.02d,26.04,76.1,76.2,0.100000000000009,76.15,77,0.000109828823932984,0.00109828823932975,0.983619815401994
6.02d,26.04,76.2,76.3,0.0999999999999943,76.25,87,0.000124092307560645,0.00124092307560652,0.983743907709555
6.02d,26.04,76.3,76.4,0.100000000000009,76.35,78,0.00011125517229575,0.00111255172295741,0.98385516288185
6.02d,26.04,76.4,76.5,0.0999999999999943,76.45,76,0.000108402475570218,0.00108402475570225,0.983963565357421
6.02d,26.04,76.5,76.6,0.0999999999999943,76.55,81,0.000115534217384049,0.00115534217384055,0.984079099574805
6.02d,26.04,76.6,76.7,0.100000000000009,76.65,82,0.000116960565746815,0.00116960565746805,0.984196060140552
6.02d,26.04,76.7,76.8,0.0999999999999943,76.75,74,0.000105549778844686,0.00105549778844692,0.984301609919396
6.02d,26.04,76.8,76.9,0.100000000000009,76.85,60,8.55809017659619e-05,0.000855809017659546,0.984387190821162
6.02d,26.04,76.9,77,0.0999999999999943,76.95,70,9.98443853936222e-05,0.000998443853936279,0.984487035206556
6.02d,26.04,77,77.1,0.0999999999999943,77.05,57,8.13018566776638e-05,0.000813018566776684,0.984568337063234
6.02d,26.04,77.1,77.2,0.100000000000009,77.15,59,8.41545534031959e-05,0.000841545534031887,0.984652491616637
6.02d,26.04,77.2,77.3,0.0999999999999943,77.25,59,8.41545534031959e-05,0.000841545534032007,0.98473664617004
6.02d,26.04,77.3,77.4,0.100000000000009,77.35,66,9.41389919425581e-05,0.000941389919425501,0.984830785161982
6.02d,26.04,77.4,77.5,0.0999999999999943,77.45,71,0.000101270733756388,0.00101270733756394,0.984932055895739
6.02d,26.04,77.5,77.6,0.0999999999999943,77.55,72,0.000102697082119154,0.0010269708211916,0.985034752977858
6.02d,26.04,77.6,77.7,0.100000000000009,77.65,65,9.27126435797921e-05,0.000927126435797842,0.985127465621438
6.02d,26.04,77.7,77.8,0.0999999999999943,77.75,59,8.41545534031959e-05,0.000841545534032007,0.985211620174841
6.02d,26.04,77.8,77.9,0.100000000000009,77.85,52,7.41701148638337e-05,0.000741701148638273,0.985285790289705
6.02d,26.04,77.9,78,0.0999999999999943,77.95,74,0.000105549778844686,0.00105549778844692,0.98539134006855
6.02d,26.04,78,78.1,0.0999999999999943,78.05,71,0.000101270733756388,0.00101270733756394,0.985492610802306
6.02d,26.04,78.1,78.2,0.100000000000009,78.15,53,7.55964632265997e-05,0.000755964632265932,0.985568207265533
6.02d,26.04,78.2,78.3,0.0999999999999943,78.25,76,0.000108402475570218,0.00108402475570225,0.985676609741103
6.02d,26.04,78.3,78.4,0.100000000000009,78.35,59,8.41545534031959e-05,0.000841545534031887,0.985760764294506
6.02d,26.04,78.4,78.5,0.0999999999999943,78.45,64,9.1286295217026e-05,0.000912862952170312,0.985852050589723
6.02d,26.04,78.5,78.6,0.0999999999999943,78.55,60,8.55809017659619e-05,0.000855809017659668,0.985937631491489
6.02d,26.04,78.6,78.7,0.100000000000009,78.65,63,8.985994685426e-05,0.000898599468542523,0.986027491438343
6.02d,26.04,78.7,78.8,0.0999999999999943,78.75,70,9.98443853936222e-05,0.000998443853936279,0.986127335823737
6.02d,26.04,78.8,78.9,0.100000000000009,78.85,73,0.00010412343048192,0.00104123430481911,0.986231459254219
6.02d,26.04,78.9,79,0.0999999999999943,78.95,76,0.000108402475570218,0.00108402475570225,0.986339861729789
6.02d,26.04,79,79.1,0.0999999999999943,79.05,66,9.41389919425581e-05,0.000941389919425634,0.986434000721732
6.02d,26.04,79.1,79.2,0.100000000000009,79.15,61,8.70072501287279e-05,0.000870072501287205,0.98652100797186
6.02d,26.04,79.2,79.3,0.0999999999999943,79.25,63,8.985994685426e-05,0.000898599468542651,0.986610867918715
6.02d,26.04,79.3,79.4,0.100000000000009,79.35,61,8.70072501287279e-05,0.000870072501287205,0.986697875168843
6.02d,26.04,79.4,79.5,0.0999999999999943,79.45,64,9.1286295217026e-05,0.000912862952170312,0.98678916146406
6.02d,26.04,79.5,79.6,0.0999999999999943,79.55,68,9.69916886680902e-05,0.000969916886680957,0.986886153152729
6.02d,26.04,79.6,79.7,0.100000000000009,79.65,67,9.55653403053241e-05,0.00095565340305316,0.986981718493034
6.02d,26.04,79.7,79.8,0.0999999999999943,79.75,79,0.000112681520658517,0.00112681520658523,0.987094400013692
6.02d,26.04,79.8,79.9,0.100000000000009,79.85,60,8.55809017659619e-05,0.000855809017659546,0.987179980915458
6.02d,26.04,79.9,80,0.0999999999999943,79.95,75,0.000106976127207452,0.00106976127207458,0.987286957042666
6.02d,26.04,80,80.1,0.0999999999999943,80.05,74,0.000105549778844686,0.00105549778844692,0.98739250682151
6.02d,26.04,80.1,80.2,0.100000000000009,80.15,68,9.69916886680902e-05,0.000969916886680819,0.987489498510178
6.02d,26.04,80.2,80.3,0.0999999999999943,80.25,68,9.69916886680902e-05,0.000969916886680957,0.987586490198846
6.02d,26.04,80.3,80.4,0.100000000000009,80.35,62,8.8433598491494e-05,0.000884335984914864,0.987674923797338
6.02d,26.04,80.4,80.5,0.0999999999999943,80.45,57,8.13018566776638e-05,0.000813018566776684,0.987756225654016
6.02d,26.04,80.5,80.6,0.0999999999999943,80.55,60,8.55809017659619e-05,0.000855809017659668,0.987841806555782
6.02d,26.04,80.6,80.7,0.100000000000009,80.65,87,0.000124092307560645,0.00124092307560634,0.987965898863342
6.02d,26.04,80.7,80.8,0.0999999999999943,80.75,74,0.000105549778844686,0.00105549778844692,0.988071448642187
6.02d,26.04,80.8,80.9,0.100000000000009,80.85,58,8.27282050404299e-05,0.000827282050404228,0.988154176847227
6.02d,26.04,80.9,81,0.0999999999999943,80.95,67,9.55653403053241e-05,0.000955653403053296,0.988249742187533
6.02d,26.04,81,81.1,0.0999999999999943,81.05,66,9.41389919425581e-05,0.000941389919425634,0.988343881179475
6.02d,26.04,81.1,81.2,0.100000000000009,81.15,69,9.84180370308562e-05,0.000984180370308478,0.988442299216506
6.02d,26.04,81.2,81.3,0.0999999999999943,81.25,65,9.27126435797921e-05,0.000927126435797973,0.988535011860086
6.02d,26.04,81.3,81.4,0.100000000000009,81.35,56,7.98755083148978e-05,0.00079875508314891,0.988614887368401
6.02d,26.04,81.4,81.5,0.0999999999999943,81.45,61,8.70072501287279e-05,0.000870072501287329,0.988701894618529
6.02d,26.04,81.5,81.6,0.0999999999999943,81.55,75,0.000106976127207452,0.00106976127207458,0.988808870745737
6.02d,26.04,81.6,81.7,0.100000000000009,81.65,70,9.98443853936222e-05,0.000998443853936137,0.988908715131131
6.02d,26.04,81.7,81.8,0.0999999999999943,81.75,76,0.000108402475570218,0.00108402475570225,0.989017117606701
6.02d,26.04,81.8,81.9,0.100000000000009,81.85,88,0.000125518655923411,0.001255186559234,0.989142636262624
6.02d,26.04,81.9,82,0.0999999999999943,81.95,78,0.00011125517229575,0.00111255172295757,0.98925389143492
6.02d,26.04,82,82.1,0.0999999999999943,82.05,69,9.84180370308562e-05,0.000984180370308618,0.989352309471951
6.02d,26.04,82.1,82.2,0.100000000000009,82.15,79,0.000112681520658517,0.00112681520658507,0.989464990992609
6.02d,26.04,82.2,82.3,0.0999999999999943,82.25,68,9.69916886680902e-05,0.000969916886680957,0.989561982681277
6.02d,26.04,82.3,82.4,0.100000000000009,82.35,78,0.00011125517229575,0.00111255172295741,0.989673237853573
6.02d,26.04,82.4,82.5,0.0999999999999943,82.45,78,0.00011125517229575,0.00111255172295757,0.989784493025869
6.02d,26.04,82.5,82.6,0.0999999999999943,82.55,85,0.000121239610835113,0.0012123961083512,0.989905732636704
6.02d,26.04,82.6,82.7,0.100000000000009,82.65,85,0.000121239610835113,0.00121239610835102,0.990026972247539
6.02d,26.04,82.7,82.8,0.0999999999999943,82.75,80,0.000114107869021283,0.00114107869021289,0.99014108011656
6.02d,26.04,82.8,82.9,0.100000000000009,82.85,66,9.41389919425581e-05,0.000941389919425501,0.990235219108503
6.02d,26.04,82.9,83,0.0999999999999943,82.95,64,9.1286295217026e-05,0.000912862952170312,0.99032650540372
6.02d,26.04,83,83.1,0.0999999999999943,83.05,65,9.27126435797921e-05,0.000927126435797973,0.990419218047299
6.02d,26.04,83.1,83.2,0.100000000000009,83.15,65,9.27126435797921e-05,0.000927126435797842,0.990511930690879
6.02d,26.04,83.2,83.3,0.0999999999999943,83.25,81,0.000115534217384049,0.00115534217384055,0.990627464908263
6.02d,26.04,83.3,83.4,0.100000000000009,83.35,72,0.000102697082119154,0.00102697082119146,0.990730161990383
6.02d,26.04,83.4,83.5,0.0999999999999943,83.45,80,0.000114107869021283,0.00114107869021289,0.990844269859404
6.02d,26.04,83.5,83.6,0.0999999999999943,83.55,84,0.000119813262472347,0.00119813262472353,0.990964083121876
6.02d,26.04,83.6,83.7,0.100000000000009,83.65,93,0.000132650397737241,0.0013265039773723,0.991096733519613
6.02d,26.04,83.7,83.8,0.0999999999999943,83.75,89,0.000126945004286177,0.00126945004286184,0.9912236785239
6.02d,26.04,83.8,83.9,0.100000000000009,83.85,86,0.000122665959197879,0.00122665959197868,0.991346344483098
6.02d,26.04,83.9,84,0.0999999999999943,83.95,79,0.000112681520658517,0.00112681520658523,0.991459026003756
6.02d,26.04,84,84.1,0.0999999999999943,84.05,93,0.000132650397737241,0.00132650397737248,0.991591676401493
6.02d,26.04,84.1,84.2,0.100000000000009,84.15,85,0.000121239610835113,0.00121239610835102,0.991712916012328
6.02d,26.04,84.2,84.3,0.0999999999999943,84.25,81,0.000115534217384049,0.00115534217384055,0.991828450229712
6.02d,26.04,84.3,84.4,0.100000000000009,84.35,85,0.000121239610835113,0.00121239610835102,0.991949689840548
6.02d,26.04,84.4,84.5,0.0999999999999943,84.45,65,9.27126435797921e-05,0.000927126435797973,0.992042402484127
6.02d,26.04,84.5,84.6,0.0999999999999943,84.55,79,0.000112681520658517,0.00112681520658523,0.992155084004786
6.02d,26.04,84.6,84.7,0.100000000000009,84.65,79,0.000112681520658517,0.00112681520658507,0.992267765525444
6.02d,26.04,84.7,84.8,0.0999999999999943,84.75,63,8.985994685426e-05,0.000898599468542651,0.992357625472299
6.02d,26.04,84.8,84.9,0.100000000000009,84.85,72,0.000102697082119154,0.00102697082119146,0.992460322554418
6.02d,26.04,84.9,85,0.0999999999999943,84.95,91,0.000129797701011709,0.00129797701011716,0.992590120255429
6.02d,26.04,85,85.1,0.0999999999999943,85.05,83,0.000118386914109581,0.00118386914109587,0.992708507169539
6.02d,26.04,85.1,85.2,0.100000000000009,85.15,75,0.000106976127207452,0.00106976127207443,0.992815483296747
6.02d,26.04,85.2,85.3,0.0999999999999943,85.25,95,0.000135503094462773,0.00135503094462781,0.992950986391209
6.02d,26.04,85.3,85.4,0.100000000000009,85.35,73,0.00010412343048192,0.00104123430481911,0.993055109821691
6.02d,26.04,85.4,85.5,0.0999999999999943,85.45,71,0.000101270733756388,0.00101270733756394,0.993156380555448
6.02d,26.04,85.5,85.6,0.0999999999999943,85.55,68,9.69916886680902e-05,0.000969916886680957,0.993253372244116
6.02d,26.04,85.6,85.7,0.100000000000009,85.65,78,0.00011125517229575,0.00111255172295741,0.993364627416411
6.02d,26.04,85.7,85.8,0.0999999999999943,85.75,85,0.000121239610835113,0.0012123961083512,0.993485867027247
6.02d,26.04,85.8,85.9,0.100000000000009,85.85,82,0.000116960565746815,0.00116960565746805,0.993602827592993
6.02d,26.04,85.9,86,0.0999999999999943,85.95,80,0.000114107869021283,0.00114107869021289,0.993716935462015
6.02d,26.04,86,86.1,0.0999999999999943,86.05,82,0.000116960565746815,0.00116960565746821,0.993833896027762
6.02d,26.04,86.1,86.2,0.100000000000009,86.15,84,0.000119813262472347,0.00119813262472336,0.993953709290234
6.02d,26.04,86.2,86.3,0.0999999999999943,86.25,55,7.84491599521317e-05,0.000784491599521362,0.994032158450186
6.02d,26.04,86.3,86.4,0.100000000000009,86.35,72,0.000102697082119154,0.00102697082119146,0.994134855532305
6.02d,26.04,86.4,86.5,0.0999999999999943,86.45,93,0.000132650397737241,0.00132650397737248,0.994267505930042
6.02d,26.04,86.5,86.6,0.0999999999999943,86.55,94,0.000134076746100007,0.00134076746100015,0.994401582676142
6.02d,26.04,86.6,86.7,0.100000000000009,86.65,70,9.98443853936222e-05,0.000998443853936137,0.994501427061536
6.02d,26.04,86.7,86.8,0.0999999999999943,86.75,83,0.000118386914109581,0.00118386914109587,0.994619813975646
6.02d,26.04,86.8,86.9,0.100000000000009,86.85,74,0.000105549778844686,0.00105549778844677,0.99472536375449
6.02d,26.04,86.9,87,0.0999999999999943,86.95,72,0.000102697082119154,0.0010269708211916,0.99482806083661
6.02d,26.04,87,87.1,0.0999999999999943,87.05,86,0.000122665959197879,0.00122665959197886,0.994950726795807
6.02d,26.04,87.1,87.2,0.100000000000009,87.15,92,0.000131224049374475,0.00131224049374464,0.995081950845182
6.02d,26.04,87.2,87.3,0.0999999999999943,87.25,75,0.000106976127207452,0.00106976127207458,0.995188926972389
6.02d,26.04,87.3,87.4,0.100000000000009,87.35,77,0.000109828823932984,0.00109828823932975,0.995298755796322
6.02d,26.04,87.4,87.5,0.0999999999999943,87.45,67,9.55653403053241e-05,0.000955653403053296,0.995394321136628
6.02d,26.04,87.5,87.6,0.0999999999999943,87.55,78,0.00011125517229575,0.00111255172295757,0.995505576308923
6.02d,26.04,87.6,87.7,0.100000000000009,87.65,82,0.000116960565746815,0.00116960565746805,0.99562253687467
6.02d,26.04,87.7,87.8,0.0999999999999943,87.75,69,9.84180370308562e-05,0.000984180370308618,0.995720954911701
6.02d,26.04,87.8,87.9,0.100000000000009,87.85,76,0.000108402475570218,0.00108402475570209,0.995829357387271
6.02d,26.04,87.9,88,0.0999999999999943,87.95,72,0.000102697082119154,0.0010269708211916,0.99593205446939
6.02d,26.04,88,88.1,0.0999999999999943,88.05,75,0.000106976127207452,0.00106976127207458,0.996039030596598
6.02d,26.04,88.1,88.2,0.100000000000009,88.15,83,0.000118386914109581,0.00118386914109571,0.996157417510707
6.02d,26.04,88.2,88.3,0.0999999999999943,88.25,94,0.000134076746100007,0.00134076746100015,0.996291494256807
6.02d,26.04,88.3,88.4,0.100000000000009,88.35,85,0.000121239610835113,0.00121239610835102,0.996412733867643
6.02d,26.04,88.4,88.5,0.0999999999999943,88.45,86,0.000122665959197879,0.00122665959197886,0.99653539982684
6.02d,26.04,88.5,88.6,0.0999999999999943,88.55,88,0.000125518655923411,0.00125518655923418,0.996660918482764
