sample,cold_reduction_percent,bin_lower_deg,bin_upper_deg,bin_width_deg,bin_center_deg,pair_count,probability,probability_density_per_degree,cumulative_probability
7d,0,25,25.1,0.100000000000001,25.05,133,0.00018680116350439,0.00186801163504387,0.913130436370328
7d,0,25.1,25.2,0.100000000000001,25.15,118,0.000165733363109158,0.00165733363109156,0.913296169733437
7d,0,25.2,25.3,0.0999999999999979,25.25,122,0.000171351443214553,0.00171351443214557,0.913467521176651
7d,0,25.3,25.4,0.100000000000001,25.35,144,0.000202250883794227,0.00202250883794224,0.913669772060446
7d,0,25.4,25.5,0.0999999999999979,25.45,133,0.00018680116350439,0.00186801163504394,0.91385657322395
7d,0,25.5,25.6,0.100000000000001,25.55,134,0.000188205683530739,0.00188205683530736,0.914044778907481
7d,0,25.6,25.7,0.100000000000001,25.65,93,0.000130620362450438,0.00130620362450436,0.914175399269931
7d,0,25.7,25.8,0.0999999999999979,25.75,74,0.000103934481949811,0.00103934481949813,0.914279333751881
7d,0,25.8,25.9,0.100000000000001,25.85,83,0.00011657516218695,0.00116575162186948,0.914395908914068
7d,0,25.9,26,0.0999999999999979,25.95,81,0.000113766122134252,0.00113766122134255,0.914509675036202
7d,0,26,26.1,0.100000000000001,26.05,86,0.000120788722265996,0.00120788722265995,0.914630463758468
7d,0,26.1,26.2,0.100000000000001,26.15,99,0.000139047482608531,0.00139047482608529,0.914769511241077
7d,0,26.2,26.3,0.0999999999999979,26.25,99,0.000139047482608531,0.00139047482608534,0.914908558723685
7d,0,26.3,26.4,0.100000000000001,26.35,83,0.00011657516218695,0.00116575162186948,0.915025133885872
7d,0,26.4,26.5,0.0999999999999979,26.45,132,0.000185396643478041,0.00185396643478045,0.91521053052935
7d,0,26.5,26.6,0.100000000000001,26.55,120,0.000168542403161855,0.00168542403161853,0.915379072932512
7d,0,26.6,26.7,0.100000000000001,26.65,119,0.000167137883135507,0.00167137883135504,0.915546210815647
7d,0,26.7,26.8,0.0999999999999979,26.75,107,0.000150283642819321,0.00150283642819324,0.915696494458467
7d,0,26.8,26.9,0.100000000000001,26.85,77,0.000108148042028857,0.00108148042028856,0.915804642500496
7d,0,26.9,27,0.0999999999999979,26.95,98,0.000137642962582182,0.00137642962582185,0.915942285463078
7d,0,27,27.1,0.100000000000001,27.05,81,0.000113766122134252,0.00113766122134251,0.916056051585212
7d,0,27.1,27.2,0.100000000000001,27.15,77,0.000108148042028857,0.00108148042028856,0.916164199627241
7d,0,27.2,27.3,0.0999999999999979,27.25,79,0.000110957082081555,0.00110957082081557,0.916275156709322
7d,0,27.3,27.4,0.100000000000001,27.35,127,0.000178374043346297,0.00178374043346295,0.916453530752669
7d,0,27.4,27.5,0.0999999999999979,27.45,129,0.000181183083398995,0.00181183083398999,0.916634713836068
7d,0,27.5,27.6,0.100000000000001,27.55,125,0.000175565003293599,0.00175565003293597,0.916810278839361
7d,0,27.6,27.7,0.100000000000001,27.65,114,0.000160115283003763,0.0016011528300376,0.916970394122365
7d,0,27.7,27.8,0.0999999999999979,27.75,100,0.00014045200263488,0.00140452002634883,0.917110846125
7d,0,27.8,27.9,0.100000000000001,27.85,111,0.000155901722924716,0.00155901722924714,0.917266747847925
7d,0,27.9,28,0.0999999999999979,27.95,86,0.000120788722265996,0.00120788722265999,0.917387536570191
7d,0,28,28.1,0.100000000000001,28.05,84,0.000117979682213299,0.00117979682213297,0.917505516252404
7d,0,28.1,28.2,0.100000000000001,28.15,92,0.000129215842424089,0.00129215842424087,0.917634732094828
7d,0,28.2,28.3,0.0999999999999979,28.25,87,0.000122193242292345,0.00122193242292348,0.91775692533712
7d,0,28.3,28.4,0.100000000000001,28.35,92,0.000129215842424089,0.00129215842424087,0.917886141179544
7d,0,28.4,28.5,0.0999999999999979,28.45,92,0.000129215842424089,0.00129215842424092,0.918015357021969
7d,0,28.5,28.6,0.100000000000001,28.55,138,0.000193823763636134,0.00193823763636131,0.918209180785605
7d,0,28.6,28.7,0.100000000000001,28.65,114,0.000160115283003763,0.0016011528300376,0.918369296068608
7d,0,28.7,28.8,0.0999999999999979,28.75,128,0.000179778563372646,0.0017977856337265,0.918549074631981
7d,0,28.8,28.9,0.100000000000001,28.85,125,0.000175565003293599,0.00175565003293597,0.918724639635275
7d,0,28.9,29,0.0999999999999979,28.95,116,0.00016292432305646,0.00162924323056464,0.918887563958331
7d,0,29,29.1,0.100000000000001,29.05,139,0.000195228283662483,0.0019522828366248,0.919082792241994
7d,0,29.1,29.2,0.100000000000001,29.15,117,0.000164328843082809,0.00164328843082807,0.919247121085076
7d,0,29.2,29.3,0.0999999999999979,29.25,128,0.000179778563372646,0.0017977856337265,0.919426899648449
7d,0,29.3,29.4,0.100000000000001,29.35,154,0.000216296084057715,0.00216296084057711,0.919643195732507
7d,0,29.4,29.5,0.0999999999999979,29.45,162,0.000227532244268505,0.0022753224426851,0.919870727976775
7d,0,29.5,29.6,0.100000000000001,29.55,126,0.000176969523319948,0.00176969523319946,0.920047697500095
7d,0,29.6,29.7,0.100000000000001,29.65,114,0.000160115283003763,0.0016011528300376,0.920207812783099
7d,0,29.7,29.8,0.0999999999999979,29.75,105,0.000147474602766624,0.00147474602766627,0.920355287385866
7d,0,29.8,29.9,0.100000000000001,29.85,145,0.000203655403820575,0.00203655403820572,0.920558942789686
7d,0,29.9,30,0.0999999999999979,29.95,154,0.000216296084057715,0.00216296084057719,0.920775238873744
7d,0,30,30.1,0.100000000000001,30.05,167,0.000234554844400249,0.00234554844400246,0.921009793718144
7d,0,30.1,30.2,0.100000000000001,30.15,164,0.000230341284321202,0.00230341284321199,0.921240135002465
7d,0,30.2,30.3,0.0999999999999979,30.25,127,0.000178374043346297,0.00178374043346301,0.921418509045812
7d,0,30.3,30.4,0.100000000000001,30.35,93,0.000130620362450438,0.00130620362450436,0.921549129408262
7d,0,30.4,30.5,0.0999999999999979,30.45,87,0.000122193242292345,0.00122193242292348,0.921671322650555
7d,0,30.5,30.6,0.100000000000001,30.55,118,0.000165733363109158,0.00165733363109156,0.921837056013664
7d,0,30.6,30.7,0.100000000000001,30.65,148,0.000207868963899622,0.00207868963899619,0.922044924977563
7d,0,30.7,30.8,0.0999999999999979,30.75,141,0.00019803732371518,0.00198037323715184,0.922242962301279
7d,0,30.8,30.9,0.100000000000001,30.85,115,0.000161519803030112,0.00161519803030109,0.922404482104309
7d,0,30.9,31,0.0999999999999979,30.95,143,0.000200846363767878,0.00200846363767882,0.922605328468077
7d,0,31,31.1,0.100000000000001,31.05,142,0.000199441843741529,0.00199441843741526,0.922804770311818
7d,0,31.1,31.2,0.100000000000001,31.15,126,0.000176969523319948,0.00176969523319946,0.922981739835138
7d,0,31.2,31.3,0.0999999999999979,31.25,142,0.000199441843741529,0.00199441843741533,0.92318118167888
7d,0,31.3,31.4,0.100000000000001,31.35,144,0.000202250883794227,0.00202250883794224,0.923383432562674
7d,0,31.4,31.5,0.0999999999999979,31.45,128,0.000179778563372646,0.0017977856337265,0.923563211126046
7d,0,31.5,31.6,0.100000000000001,31.55,127,0.000178374043346297,0.00178374043346295,0.923741585169393
7d,0,31.6,31.7,0.100000000000001,31.65,115,0.000161519803030112,0.00161519803030109,0.923903104972423
7d,0,31.7,31.8,0.0999999999999979,31.75,122,0.000171351443214553,0.00171351443214557,0.924074456415637
7d,0,31.8,31.9,0.100000000000001,31.85,111,0.000155901722924716,0.00155901722924714,0.924230358138562
7d,0,31.9,32,0.0999999999999979,31.95,134,0.000188205683530739,0.00188205683530743,0.924418563822093
7d,0,32,32.1,0.100000000000001,32.05,114,0.000160115283003763,0.0016011528300376,0.924578679105097
7d,0,32.1,32.2,0.100000000000001,32.15,94,0.000132024882476787,0.00132024882476785,0.924710703987573
7d,0,32.2,32.3,0.100000000000001,32.25,106,0.000148879122792972,0.0014887912279297,0.924859583110366
7d,0,32.3,32.4,0.0999999999999943,32.35,119,0.000167137883135507,0.00167137883135516,0.925026720993502
7d,0,32.4,32.5,0.100000000000001,32.45,137,0.000192419243609785,0.00192419243609782,0.925219140237112
7d,0,32.5,32.6,0.100000000000001,32.55,99,0.000139047482608531,0.00139047482608529,0.92535818771972
7d,0,32.6,32.7,0.100000000000001,32.65,95,0.000133429402503136,0.00133429402503134,0.925491617122223
7d,0,32.7,32.8,0.100000000000001,32.75,90,0.000126406802371392,0.0012640680237139,0.925618023924595
7d,0,32.8,32.9,0.0999999999999943,32.85,115,0.000161519803030112,0.00161519803030121,0.925779543727625
7d,0,32.9,33,0.100000000000001,32.95,117,0.000164328843082809,0.00164328843082807,0.925943872570708
7d,0,33,33.1,0.100000000000001,33.05,138,0.000193823763636134,0.00193823763636131,0.926137696334344
7d,0,33.1,33.2,0.100000000000001,33.15,152,0.000213487044005017,0.00213487044005014,0.926351183378349
7d,0,33.2,33.3,0.100000000000001,33.25,122,0.000171351443214553,0.00171351443214551,0.926522534821563
7d,0,33.3,33.4,0.0999999999999943,33.35,138,0.000193823763636134,0.00193823763636145,0.926716358585199
7d,0,33.4,33.5,0.100000000000001,33.45,118,0.000165733363109158,0.00165733363109156,0.926882091948309
7d,0,33.5,33.6,0.100000000000001,33.55,109,0.000153092682872019,0.00153092682872017,0.927035184631181
7d,0,33.6,33.7,0.100000000000001,33.65,105,0.000147474602766624,0.00147474602766621,0.927182659233947
7d,0,33.7,33.8,0.100000000000001,33.75,106,0.000148879122792972,0.0014887912279297,0.92733153835674
7d,0,33.8,33.9,0.0999999999999943,33.85,66,9.26983217390205e-05,0.000926983217390258,0.927424236678479
7d,0,33.9,34,0.100000000000001,33.95,103,0.000144665562713926,0.00144665562713924,0.927568902241193
7d,0,34,34.1,0.100000000000001,34.05,102,0.000143261042687577,0.00143261042687575,0.927712163283881
7d,0,34.1,34.2,0.100000000000001,34.15,104,0.000146070082740275,0.00146070082740273,0.927858233366621
7d,0,34.2,34.3,0.100000000000001,34.25,119,0.000167137883135507,0.00167137883135504,0.928025371249756
7d,0,34.3,34.4,0.0999999999999943,34.35,100,0.00014045200263488,0.00140452002634888,0.928165823252391
7d,0,34.4,34.5,0.100000000000001,34.45,121,0.000169946923188204,0.00169946923188202,0.92833577017558
7d,0,34.5,34.6,0.100000000000001,34.55,148,0.000207868963899622,0.00207868963899619,0.928543639139479
7d,0,34.6,34.7,0.100000000000001,34.65,143,0.000200846363767878,0.00200846363767875,0.928744485503247
7d,0,34.7,34.8,0.100000000000001,34.75,127,0.000178374043346297,0.00178374043346295,0.928922859546593
7d,0,34.8,34.9,0.0999999999999943,34.85,142,0.000199441843741529,0.0019944184374154,0.929122301390335
7d,0,34.9,35,0.100000000000001,34.95,117,0.000164328843082809,0.00164328843082807,0.929286630233418
7d,0,35,35.1,0.100000000000001,35.05,118,0.000165733363109158,0.00165733363109156,0.929452363596527
7d,0,35.1,35.2,0.100000000000001,35.15,119,0.000167137883135507,0.00167137883135504,0.929619501479662
7d,0,35.2,35.3,0.100000000000001,35.25,93,0.000130620362450438,0.00130620362450436,0.929750121842113
7d,0,35.3,35.4,0.0999999999999943,35.35,138,0.000193823763636134,0.00193823763636145,0.929943945605749
7d,0,35.4,35.5,0.100000000000001,35.45,133,0.00018680116350439,0.00186801163504387,0.930130746769253
7d,0,35.5,35.6,0.100000000000001,35.55,105,0.000147474602766624,0.00147474602766621,0.93027822137202
7d,0,35.6,35.7,0.100000000000001,35.65,101,0.000141856522661228,0.00141856522661226,0.930420077894681
7d,0,35.7,35.8,0.100000000000001,35.75,96,0.000134833922529484,0.00134833922529482,0.930554911817211
7d,0,35.8,35.9,0.0999999999999943,35.85,79,0.000110957082081555,0.00110957082081561,0.930665868899292
7d,0,35.9,36,0.100000000000001,35.95,65,9.12938017126717e-05,0.000912938017126704,0.930757162701005
7d,0,36,36.1,0.100000000000001,36.05,74,0.000103934481949811,0.00103934481949809,0.930861097182955
7d,0,36.1,36.2,0.100000000000001,36.15,73,0.000102529961923462,0.00102529961923461,0.930963627144878
7d,0,36.2,36.3,0.100000000000001,36.25,93,0.000130620362450438,0.00130620362450436,0.931094247507328
7d,0,36.3,36.4,0.0999999999999943,36.35,82,0.000115170642160601,0.00115170642160608,0.931209418149489
7d,0,36.4,36.5,0.100000000000001,36.45,106,0.000148879122792972,0.0014887912279297,0.931358297272282
7d,0,36.5,36.6,0.100000000000001,36.55,127,0.000178374043346297,0.00178374043346295,0.931536671315628
7d,0,36.6,36.7,0.100000000000001,36.65,159,0.000223318684189459,0.00223318684189455,0.931759989999818
7d,0,36.7,36.8,0.100000000000001,36.75,130,0.000182587603425343,0.00182587603425341,0.931942577603243
7d,0,36.8,36.9,0.0999999999999943,36.85,107,0.000150283642819321,0.0015028364281933,0.932092861246062
7d,0,36.9,37,0.100000000000001,36.95,137,0.000192419243609785,0.00192419243609782,0.932285280489672
7d,0,37,37.1,0.100000000000001,37.05,134,0.000188205683530739,0.00188205683530736,0.932473486173203
7d,0,37.1,37.2,0.100000000000001,37.15,138,0.000193823763636134,0.00193823763636131,0.932667309936839
7d,0,37.2,37.3,0.100000000000001,37.25,158,0.00022191416416311,0.00221914164163107,0.932889224101002
7d,0,37.3,37.4,0.0999999999999943,37.35,130,0.000182587603425343,0.00182587603425354,0.933071811704428
7d,0,37.4,37.5,0.100000000000001,37.45,100,0.00014045200263488,0.00140452002634878,0.933212263707062
7d,0,37.5,37.6,0.100000000000001,37.55,93,0.000130620362450438,0.00130620362450436,0.933342884069513
7d,0,37.6,37.7,0.100000000000001,37.65,91,0.00012781132239774,0.00127811322397739,0.933470695391911
7d,0,37.7,37.8,0.100000000000001,37.75,141,0.00019803732371518,0.00198037323715177,0.933668732715626
7d,0,37.8,37.9,0.0999999999999943,37.85,128,0.000179778563372646,0.00179778563372656,0.933848511278998
7d,0,37.9,38,0.100000000000001,37.95,124,0.000174160483267251,0.00174160483267248,0.934022671762266
7d,0,38,38.1,0.100000000000001,38.05,122,0.000171351443214553,0.00171351443214551,0.93419402320548
7d,0,38.1,38.2,0.100000000000001,38.15,110,0.000154497202898368,0.00154497202898365,0.934348520408379
7d,0,38.2,38.3,0.100000000000001,38.25,90,0.000126406802371392,0.0012640680237139,0.93447492721075
7d,0,38.3,38.4,0.100000000000001,38.35,68,9.55073617917181e-05,0.000955073617917167,0.934570434572542
7d,0,38.4,38.5,0.0999999999999943,38.45,81,0.000113766122134252,0.00113766122134259,0.934684200694676
7d,0,38.5,38.6,0.100000000000001,38.55,96,0.000134833922529484,0.00134833922529482,0.934819034617206
7d,0,38.6,38.7,0.100000000000001,38.65,91,0.00012781132239774,0.00127811322397739,0.934946845939603
7d,0,38.7,38.8,0.100000000000001,38.75,83,0.00011657516218695,0.00116575162186948,0.93506342110179
7d,0,38.8,38.9,0.100000000000001,38.85,83,0.00011657516218695,0.00116575162186948,0.935179996263977
7d,0,38.9,39,0.0999999999999943,38.95,90,0.000126406802371392,0.00126406802371399,0.935306403066349
7d,0,39,39.1,0.100000000000001,39.05,103,0.000144665562713926,0.00144665562713924,0.935451068629063
7d,0,39.1,39.2,0.100000000000001,39.15,109,0.000153092682872019,0.00153092682872017,0.935604161311935
7d,0,39.2,39.3,0.100000000000001,39.25,110,0.000154497202898368,0.00154497202898365,0.935758658514833
7d,0,39.3,39.4,0.100000000000001,39.35,110,0.000154497202898368,0.00154497202898365,0.935913155717731
7d,0,39.4,39.5,0.0999999999999943,39.45,112,0.000157306242951065,0.00157306242951074,0.936070461960682
7d,0,39.5,39.6,0.100000000000001,39.55,115,0.000161519803030112,0.00161519803030109,0.936231981763713
7d,0,39.6,39.7,0.100000000000001,39.65,114,0.000160115283003763,0.0016011528300376,0.936392097046716
7d,0,39.7,39.8,0.100000000000001,39.75,94,0.000132024882476787,0.00132024882476785,0.936524121929193
7d,0,39.8,39.9,0.100000000000001,39.85,91,0.00012781132239774,0.00127811322397739,0.936651933251591
7d,0,39.9,40,0.0999999999999943,39.95,86,0.000120788722265996,0.00120788722266003,0.936772721973857
7d,0,40,40.1,0.100000000000001,40.05,93,0.000130620362450438,0.00130620362450436,0.936903342336307
7d,0,40.1,40.2,0.100000000000001,40.15,111,0.000155901722924716,0.00155901722924714,0.937059244059232
7d,0,40.2,40.3,0.100000000000001,40.25,108,0.00015168816284567,0.00151688162845668,0.937210932222078
7d,0,40.3,40.4,0.100000000000001,40.35,110,0.000154497202898368,0.00154497202898365,0.937365429424976
7d,0,40.4,40.5,0.0999999999999943,40.45,91,0.00012781132239774,0.00127811322397748,0.937493240747374
7d,0,40.5,40.6,0.100000000000001,40.55,102,0.000143261042687577,0.00143261042687575,0.937636501790061
7d,0,40.6,40.7,0.100000000000001,40.65,103,0.000144665562713926,0.00144665562713924,0.937781167352775
7d,0,40.7,40.8,0.100000000000001,40.75,104,0.000146070082740275,0.00146070082740273,0.937927237435516
7d,0,40.8,40.9,0.100000000000001,40.85,114,0.000160115283003763,0.0016011528300376,0.938087352718519
7d,0,40.9,41,0.0999999999999943,40.95,122,0.000171351443214553,0.00171351443214563,0.938258704161734
7d,0,41,41.1,0.100000000000001,41.05,94,0.000132024882476787,0.00132024882476785,0.938390729044211
7d,0,41.1,41.2,0.100000000000001,41.15,88,0.000123597762318694,0.00123597762318692,0.938514326806529
7d,0,41.2,41.3,0.100000000000001,41.25,81,0.000113766122134252,0.00113766122134251,0.938628092928664
7d,0,41.3,41.4,0.100000000000001,41.35,77,0.000108148042028857,0.00108148042028856,0.938736240970692
7d,0,41.4,41.5,0.0999999999999943,41.45,95,0.000133429402503136,0.00133429402503143,0.938869670373196
7d,0,41.5,41.6,0.100000000000001,41.55,108,0.00015168816284567,0.00151688162845668,0.939021358536041
7d,0,41.6,41.7,0.100000000000001,41.65,131,0.000183992123451692,0.0018399212345169,0.939205350659493
7d,0,41.7,41.8,0.100000000000001,41.75,123,0.000172755963240902,0.00172755963240899,0.939378106622734
7d,0,41.8,41.9,0.100000000000001,41.85,98,0.000137642962582182,0.0013764296258218,0.939515749585316
7d,0,41.9,42,0.0999999999999943,41.95,73,0.000102529961923462,0.00102529961923468,0.93961827954724
7d,0,42,42.1,0.100000000000001,42.05,103,0.000144665562713926,0.00144665562713924,0.939762945109954
7d,0,42.1,42.2,0.100000000000001,42.15,93,0.000130620362450438,0.00130620362450436,0.939893565472404
7d,0,42.2,42.3,0.100000000000001,42.25,83,0.00011657516218695,0.00116575162186948,0.940010140634591
7d,0,42.3,42.4,0.100000000000001,42.35,105,0.000147474602766624,0.00147474602766621,0.940157615237358
7d,0,42.4,42.5,0.0999999999999943,42.45,109,0.000153092682872019,0.00153092682872027,0.94031070792023
7d,0,42.5,42.6,0.100000000000001,42.55,119,0.000167137883135507,0.00167137883135504,0.940477845803365
7d,0,42.6,42.7,0.100000000000001,42.65,103,0.000144665562713926,0.00144665562713924,0.940622511366079
7d,0,42.7,42.8,0.100000000000001,42.75,108,0.00015168816284567,0.00151688162845668,0.940774199528925
7d,0,42.8,42.9,0.100000000000001,42.85,79,0.000110957082081555,0.00110957082081553,0.940885156611006
7d,0,42.9,43,0.0999999999999943,42.95,79,0.000110957082081555,0.00110957082081561,0.940996113693088
7d,0,43,43.1,0.100000000000001,43.05,73,0.000102529961923462,0.00102529961923461,0.941098643655012
7d,0,43.1,43.2,0.100000000000001,43.15,108,0.00015168816284567,0.00151688162845668,0.941250331817857
7d,0,43.2,43.3,0.100000000000001,43.25,90,0.000126406802371392,0.0012640680237139,0.941376738620229
7d,0,43.3,43.4,0.100000000000001,43.35,96,0.000134833922529484,0.00134833922529482,0.941511572542758
7d,0,43.4,43.5,0.0999999999999943,43.45,100,0.00014045200263488,0.00140452002634888,0.941652024545393
7d,0,43.5,43.6,0.100000000000001,43.55,114,0.000160115283003763,0.0016011528300376,0.941812139828397
7d,0,43.6,43.7,0.100000000000001,43.65,111,0.000155901722924716,0.00155901722924714,0.941968041551321
7d,0,43.7,43.8,0.100000000000001,43.75,102,0.000143261042687577,0.00143261042687575,0.942111302594009
7d,0,43.8,43.9,0.100000000000001,43.85,96,0.000134833922529484,0.00134833922529482,0.942246136516538
7d,0,43.9,44,0.0999999999999943,43.95,105,0.000147474602766624,0.00147474602766632,0.942393611119305
7d,0,44,44.1,0.100000000000001,44.05,112,0.000157306242951065,0.00157306242951063,0.942550917362256
7d,0,44.1,44.2,0.100000000000001,44.15,90,0.000126406802371392,0.0012640680237139,0.942677324164628
7d,0,44.2,44.3,0.100000000000001,44.25,95,0.000133429402503136,0.00133429402503134,0.942810753567131
7d,0,44.3,44.4,0.100000000000001,44.35,91,0.00012781132239774,0.00127811322397739,0.942938564889528
7d,0,44.4,44.5,0.0999999999999943,44.45,117,0.000164328843082809,0.00164328843082818,0.943102893732611
7d,0,44.5,44.6,0.100000000000001,44.55,112,0.000157306242951065,0.00157306242951063,0.943260199975562
7d,0,44.6,44.7,0.100000000000001,44.65,93,0.000130620362450438,0.00130620362450436,0.943390820338013
7d,0,44.7,44.8,0.100000000000001,44.75,92,0.000129215842424089,0.00129215842424087,0.943520036180437
7d,0,44.8,44.9,0.100000000000001,44.85,86,0.000120788722265996,0.00120788722265995,0.943640824902703
7d,0,44.9,45,0.0999999999999943,44.95,92,0.000129215842424089,0.00129215842424097,0.943770040745127
